ID;OBSERVACIONES;SEMANA;FECHA;PUNTO DE OBSERVACION;NOMBRE COMUN;NOMBRE CIENTIFICO;DENTRO DEL RADIO;FUERA DEL RADIO;NUMERO DE AVISTAMIENTO
1213;201A06;20;13/9/2023;1A06;Slaty-tailed Trogon;Trogon massena;2;0;2
1214;201A06;20;13/9/2023;1A06;Harpy Eagle;Harpia harpyja;1;0;1
1215;201A06;20;13/9/2023;1A06;White-collared Swift;Streptoprocne zonaris;2;0;2
1216;201A06;20;13/9/2023;1A06;Harpy Eagle;Harpia harpyja;2;0;2
1217;201A06;20;13/9/2023;1A06;Bicolored Hawk;Accipiter bicolor;2;1;3
1218;201A06;20;13/9/2023;1A06;Common Pauraque;Nyctidromus albicollis;1;1;2
1219;201A07;20;13/9/2023;1A07;Harpy Eagle;Harpia harpyja;2;1;3
1220;201A08;20;13/9/2023;1A08;Orange-fronted Barbet;Capito squamatus;1;0;1
1221;201A08;20;13/9/2023;1A08;White-chinned Swift;Cypseloides cryptus;0;1;1
1222;201A09;20;13/9/2023;1A09;Chimney Swift;Chaetura pelagica;1;1;2
1223;201A10;20;13/9/2023;1A10;Bicolored Hawk;Accipiter bicolor;1;2;3
1224;201A11;20;13/9/2023;1A11;Long-billed Starthroat;Heliomaster longirostris;3;1;4
1225;201A12;20;13/9/2023;1A12;Long-billed Starthroat;Heliomaster longirostris;2;1;3
1226;201A13;20;13/9/2023;1A13;Orange-fronted Barbet;Capito squamatus;2;1;3
1227;201A14;20;13/9/2023;1A14;Rufous-necked Wood-Rail;Aramides axillaris;2;0;2
1228;201A15;20;13/9/2023;1A15;Oilbird;Steatornis caripensis;2;0;2
1229;201A16;20;13/9/2023;1A16;Common Nighthawk;Chordeiles minor;2;1;3
1230;201A16;20;13/9/2023;1A16;Scrub Nightjar;Nyctidromus anthonyi;1;0;1
1231;201A16;20;13/9/2023;1A16;Gray-headed Kite;Leptodon cayanensis;1;1;2
1232;201A16;20;13/9/2023;1A16;Whooping Motmot;Momotus subrufescens;2;0;2
1233;201A11;20;13/9/2023;1A11;Snail Kite;Rostrhamus sociabilis;2;0;2
1234;201A11;20;13/9/2023;1A11;Ecuadorian Trogon;Trogon mesurus;1;0;1
1235;201A12;20;13/9/2023;1A12;Rufous-tailed Jacamar;Galbula ruficauda;2;1;3
1236;201A12;20;13/9/2023;1A12;Orange-fronted Barbet;Capito squamatus;1;1;2
1237;201A12;20;13/9/2023;1A12;Long-billed Starthroat;Heliomaster longirostris;2;0;2
1238;201A12;20;13/9/2023;1A12;Slaty-tailed Trogon;Trogon massena;2;1;3
1239;201A12;20;13/9/2023;1A12;Toucan Barbet;Semnornis ramphastinus;1;1;2
1240;201A12;20;13/9/2023;1A12;Common Nighthawk;Chordeiles minor;2;0;2
1241;202A01;20;13/9/2023;2A01;Tiny Hawk;Microspizias superciliosus;1;0;1
1242;202A01;20;13/9/2023;2A01;White-tailed Trogon;Trogon chionurus;1;1;2
1243;202A01;20;13/9/2023;2A01;White-chinned Swift;Cypseloides cryptus;2;1;3
1244;202A01;20;13/9/2023;2A01;White-tailed Trogon;Trogon chionurus;1;0;1
1245;202A01;20;13/9/2023;2A01;Rufous-necked Wood-Rail;Aramides axillaris;2;1;3
1246;202A01;20;13/9/2023;2A01;Ornate Hawk-Eagle;Spizaetus ornatus;2;1;3
1247;202A01;20;13/9/2023;2A01;Great Jacamar;Jacamerops aureus;1;0;1
1248;202A01;20;13/9/2023;2A01;Common Nighthawk;Chordeiles minor;1;0;1
1249;202A02;20;13/9/2023;2A02;Bicolored Hawk;Accipiter bicolor;2;1;3
1250;202A02;20;13/9/2023;2A02;White-collared Swift;Streptoprocne zonaris;2;0;2
1251;202A02;20;13/9/2023;2A02;White-chinned Swift;Cypseloides cryptus;1;1;2
1252;202A03;20;13/9/2023;2A03;Gray-headed Kite;Leptodon cayanensis;2;0;2
1253;202A03;20;13/9/2023;2A03;Plumbeous Kite;Ictinia plumbea;1;0;1
1254;202A03;20;13/9/2023;2A03;Broad-billed Motmot;Electron platyrhynchum;1;0;1
1255;202A03;20;13/9/2023;2A03;Toucan Barbet;Semnornis ramphastinus;2;1;3
1256;202A03;20;13/9/2023;2A03;Tiny Hawk;Microspizias superciliosus;1;1;2
1257;202A03;20;13/9/2023;2A03;Bicolored Hawk;Accipiter bicolor;1;0;1
1258;211A01;21;20/9/2023;1A01;Gray-headed Kite;Leptodon cayanensis;1;0;1
1259;211A01;21;20/9/2023;1A01;Ecuadorian Trogon;Trogon mesurus;2;1;3
1260;211A01;21;20/9/2023;1A01;White-tailed Trogon;Trogon chionurus;1;0;1
1261;211A01;21;20/9/2023;1A01;Pearly-breasted Cuckoo;Coccyzus euleri;1;0;1
1262;211A01;21;20/9/2023;1A01;Common Pauraque;Nyctidromus albicollis;1;1;2
1263;211A01;21;20/9/2023;1A01;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
1264;211A01;21;20/9/2023;1A01;Orange-fronted Barbet;Capito squamatus;2;1;3
1265;211A01;21;20/9/2023;1A01;Slaty-tailed Trogon;Trogon massena;2;0;2
1266;211A02;21;20/9/2023;1A02;Rufous-necked Wood-Rail;Aramides axillaris;1;1;2
1267;211A03;21;20/9/2023;1A03;Plumbeous Kite;Ictinia plumbea;2;0;2
1268;211A04;21;20/9/2023;1A04;White-tipped Sicklebill;Eutoxeres aquila;2;0;2
1269;211A05;21;20/9/2023;1A05;Long-billed Starthroat;Heliomaster longirostris;2;1;3
1270;211A06;21;20/9/2023;1A06;Ornate Hawk-Eagle;Spizaetus ornatus;1;1;2
1271;211A06;21;20/9/2023;1A06;Plumbeous Kite;Ictinia plumbea;1;0;1
1272;211A06;21;20/9/2023;1A06;Ornate Hawk-Eagle;Spizaetus ornatus;2;1;3
1273;211A06;21;20/9/2023;1A06;Scrub Nightjar;Nyctidromus anthonyi;0;1;1
1274;211A06;21;20/9/2023;1A06;Slaty-tailed Trogon;Trogon massena;1;1;2
1275;211A07;21;20/9/2023;1A07;Masked Trogon;Trogon personatus;1;1;2
1276;211A08;21;20/9/2023;1A08;Common Pauraque;Nyctidromus albicollis;2;0;2
1277;211A08;21;20/9/2023;1A08;Spectacled Owl;Pulsatrix perspicillata;1;0;1
1278;211A08;21;20/9/2023;1A08;Plumbeous Kite;Ictinia plumbea;2;1;3
1279;211A08;21;20/9/2023;1A08;Bicolored Hawk;Accipiter bicolor;2;0;2
1280;211A08;21;20/9/2023;1A08;Masked Trogon;Trogon personatus;2;0;2
1281;211A08;21;20/9/2023;1A08;Bicolored Hawk;Accipiter bicolor;2;1;3
1282;211A09;21;20/9/2023;1A09;Masked Trogon;Trogon personatus;1;0;1
1283;211A09;21;20/9/2023;1A09;Snail Kite;Rostrhamus sociabilis;1;1;2
1284;211A10;21;20/9/2023;1A10;Long-billed Starthroat;Heliomaster longirostris;1;0;1
1285;211A10;21;20/9/2023;1A10;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
1286;211A10;21;20/9/2023;1A10;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
1287;211A11;21;20/9/2023;1A11;Common Nighthawk;Chordeiles minor;2;1;3
1288;211A12;21;20/9/2023;1A12;Bicolored Hawk;Accipiter bicolor;1;0;1
1289;211A12;21;20/9/2023;1A12;Rufous-necked Wood-Rail;Aramides axillaris;1;0;1
1290;211A12;21;20/9/2023;1A12;Common Pauraque;Nyctidromus albicollis;1;1;2
1291;211A12;21;20/9/2023;1A12;Spectacled Owl;Pulsatrix perspicillata;1;0;1
1292;211A12;21;20/9/2023;1A12;Plumbeous Kite;Ictinia plumbea;1;1;2
1293;211A12;21;20/9/2023;1A12;Rufous-tailed Jacamar;Galbula ruficauda;1;0;1
1294;211A12;21;20/9/2023;1A12;Long-billed Starthroat;Heliomaster longirostris;0;1;1
1295;211A12;21;20/9/2023;1A12;White-tailed Trogon;Trogon chionurus;2;1;3
1296;211A12;21;20/9/2023;1A12;Great Jacamar;Jacamerops aureus;2;0;2
1297;211A12;21;20/9/2023;1A12;Ecuadorian Trogon;Trogon mesurus;2;1;3
1298;212A01;21;20/9/2023;2A01;Scrub Nightjar;Nyctidromus anthonyi;1;1;2
1299;212A01;21;20/9/2023;2A01;Bicolored Hawk;Accipiter bicolor;2;0;2
1300;212A01;21;20/9/2023;2A01;Common Pauraque;Nyctidromus albicollis;1;0;1
1301;212A01;21;20/9/2023;2A01;Common Nighthawk;Chordeiles minor;2;0;2
1302;212A01;21;20/9/2023;2A01;Bicolored Hawk;Accipiter bicolor;1;0;1
1303;212A01;21;20/9/2023;2A01;Lesser Nighthawk;Chordeiles acutipennis;2;1;3
1304;212A01;21;20/9/2023;2A01;Snail Kite;Rostrhamus sociabilis;2;0;2
1305;212A01;21;20/9/2023;2A01;Plumbeous Kite;Ictinia plumbea;1;2;3
1306;212A01;21;20/9/2023;2A01;Slaty-tailed Trogon;Trogon massena;2;0;2
1307;212A01;21;20/9/2023;2A01;Ornate Hawk-Eagle;Spizaetus ornatus;3;0;3
1308;212A01;21;20/9/2023;2A01;Whooping Motmot;Momotus subrufescens;2;0;2
1309;212A02;21;20/9/2023;2A02;Whooping Motmot;Momotus subrufescens;1;1;2
1310;212A02;21;20/9/2023;2A02;Groove-billed Ani;Crotophaga sulcirostris;3;0;3
1311;212A02;21;20/9/2023;2A02;White-chinned Swift;Cypseloides cryptus;3;0;3
1312;212A02;21;20/9/2023;2A02;Plumbeous Kite;Ictinia plumbea;1;0;1
1313;212A02;21;20/9/2023;2A02;Ecuadorian Trogon;Trogon mesurus;1;0;1
1314;212A02;21;20/9/2023;2A02;White-chinned Swift;Cypseloides cryptus;1;0;1
1315;212A02;21;20/9/2023;2A02;Slaty-tailed Trogon;Trogon massena;2;0;2
1316;212A02;21;20/9/2023;2A02;Ecuadorian Trogon;Trogon mesurus;1;1;2
1317;212A02;21;20/9/2023;2A02;White-chinned Swift;Cypseloides cryptus;1;0;1
1318;212A02;21;20/9/2023;2A02;Tiny Hawk;Microspizias superciliosus;2;1;3
1319;212A03;21;20/9/2023;2A03;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
1320;212A03;21;20/9/2023;2A03;Slaty-tailed Trogon;Trogon massena;1;1;2
1321;221A01;22;27/9/2023;1A01;Choco Screech-Owl;Megascops centralis;2;1;3
1322;221A01;22;27/9/2023;1A01;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
1323;221A01;22;27/9/2023;1A01;Chimney Swift;Chaetura pelagica;1;1;2
1324;221A01;22;27/9/2023;1A01;Pearly-breasted Cuckoo;Coccyzus euleri;3;1;4
1325;221A01;22;27/9/2023;1A01;Slaty-tailed Trogon;Trogon massena;2;1;3
1326;221A02;22;27/9/2023;1A02;Harpy Eagle;Harpia harpyja;1;0;1
1327;221A02;22;27/9/2023;1A02;Orange-fronted Barbet;Capito squamatus;1;1;2
1328;221A02;22;27/9/2023;1A02;White-tipped Sicklebill;Eutoxeres aquila;1;0;1
1329;221A03;22;27/9/2023;1A03;White-tailed Trogon;Trogon chionurus;1;1;2
1330;221A04;22;27/9/2023;1A04;Common Pauraque;Nyctidromus albicollis;1;0;1
1331;221A05;22;27/9/2023;1A05;Ornate Hawk-Eagle;Spizaetus ornatus;0;1;1
1332;221A05;22;27/9/2023;1A05;Ornate Hawk-Eagle;Spizaetus ornatus;2;0;2
1333;221A05;22;27/9/2023;1A05;Whooping Motmot;Momotus subrufescens;3;1;4
1334;221A05;22;27/9/2023;1A05;White-tipped Sicklebill;Eutoxeres aquila;1;1;2
1335;221A05;22;27/9/2023;1A05;Rufous-necked Wood-Rail;Aramides axillaris;1;1;2
1336;221A05;22;27/9/2023;1A05;Tiny Hawk;Microspizias superciliosus;1;1;2
1337;221A06;22;27/9/2023;1A06;Rufous-tailed Jacamar;Galbula ruficauda;2;0;2
1338;221A08;22;27/9/2023;1A08;White-tipped Sicklebill;Eutoxeres aquila;1;0;1
1339;221A09;22;27/9/2023;1A09;Tiny Hawk;Microspizias superciliosus;1;1;2
1340;221A09;22;27/9/2023;1A09;Great Jacamar;Jacamerops aureus;2;1;3
1341;221A09;22;27/9/2023;1A09;Spectacled Owl;Pulsatrix perspicillata;1;1;2
1342;221A10;22;27/9/2023;1A10;Long-billed Starthroat;Heliomaster longirostris;1;0;1
1343;221A10;22;27/9/2023;1A10;Scrub Nightjar;Nyctidromus anthonyi;2;0;2
1344;221A10;22;27/9/2023;1A10;Bicolored Hawk;Accipiter bicolor;2;0;2
1345;221A10;22;27/9/2023;1A10;Lesser Nighthawk;Chordeiles acutipennis;2;1;3
1346;221A10;22;27/9/2023;1A10;Snail Kite;Rostrhamus sociabilis;1;1;2
1347;221A10;22;27/9/2023;1A10;Pearly-breasted Cuckoo;Coccyzus euleri;1;0;1
1348;221A10;22;27/9/2023;1A10;Orange-fronted Barbet;Capito squamatus;2;0;2
1349;221A10;22;27/9/2023;1A10;Toucan Barbet;Semnornis ramphastinus;1;0;1
1350;221A10;22;27/9/2023;1A10;Orange-fronted Barbet;Capito squamatus;1;1;2
1351;221A10;22;27/9/2023;1A10;Toucan Barbet;Semnornis ramphastinus;2;0;2
1352;221A11;22;27/9/2023;1A11;Lesser Nighthawk;Chordeiles acutipennis;1;1;2
1353;221A12;22;27/9/2023;1A12;Rufous-tailed Jacamar;Galbula ruficauda;1;1;2
1354;222A01;22;27/9/2023;2A01;Slaty-tailed Trogon;Trogon massena;2;0;2
1355;222A01;22;27/9/2023;2A01;Toucan Barbet;Semnornis ramphastinus;2;0;2
1356;222A01;22;27/9/2023;2A01;White-tailed Trogon;Trogon chionurus;2;1;3
1357;222A01;22;27/9/2023;2A01;Long-billed Starthroat;Heliomaster longirostris;2;2;4
1358;222A01;22;27/9/2023;2A01;Broad-billed Motmot;Electron platyrhynchum;2;0;2
1359;222A02;22;27/9/2023;2A02;Spectacled Owl;Pulsatrix perspicillata;2;0;2
1360;222A03;22;27/9/2023;2A03;Masked Trogon;Trogon personatus;1;0;1
1361;222A03;22;27/9/2023;2A03;Snail Kite;Rostrhamus sociabilis;1;1;2
1362;222A03;22;27/9/2023;2A03;Spectacled Owl;Pulsatrix perspicillata;2;1;3
1363;222A03;22;27/9/2023;2A03;Masked Trogon;Trogon personatus;2;1;3
1364;222A03;22;27/9/2023;2A03;Lesser Nighthawk;Chordeiles acutipennis;1;1;2
1365;222A03;22;27/9/2023;2A03;Broad-billed Motmot;Electron platyrhynchum;1;0;1
1366;231A01;23;4/10/2023;1A01;White-tipped Sicklebill;Eutoxeres aquila;2;1;3
1367;231A01;23;4/10/2023;1A01;Common Nighthawk;Chordeiles minor;2;0;2
1368;231A01;23;4/10/2023;1A01;Rufous-necked Wood-Rail;Aramides axillaris;2;1;3
1369;231A01;23;4/10/2023;1A01;Common Nighthawk;Chordeiles minor;1;0;1
1370;231A01;23;4/10/2023;1A01;Toucan Barbet;Semnornis ramphastinus;1;0;1
1371;231A01;23;4/10/2023;1A01;Common Nighthawk;Chordeiles minor;2;1;3
1372;231A01;23;4/10/2023;1A01;Common Nighthawk;Chordeiles minor;2;1;3
1373;231A01;23;4/10/2023;1A01;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
1374;231A02;23;4/10/2023;1A02;Tiny Hawk;Microspizias superciliosus;1;0;1
1375;231A03;23;4/10/2023;1A03;Common Pauraque;Nyctidromus albicollis;2;1;3
1376;231A05;23;4/10/2023;1A05;Snail Kite;Rostrhamus sociabilis;2;0;2
1377;231A05;23;4/10/2023;1A05;Ornate Hawk-Eagle;Spizaetus ornatus;3;1;4
1378;231A06;23;4/10/2023;1A06;White-collared Swift;Streptoprocne zonaris;2;0;2
1379;231A06;23;4/10/2023;1A06;Common Nighthawk;Chordeiles minor;1;1;2
1380;231A06;23;4/10/2023;1A06;Oilbird;Steatornis caripensis;2;1;3
1381;231A06;23;4/10/2023;1A06;Tiny Hawk;Microspizias superciliosus;2;1;3
1382;231A06;23;4/10/2023;1A06;Snail Kite;Rostrhamus sociabilis;2;1;3
1383;231A06;23;4/10/2023;1A06;Orange-fronted Barbet;Capito squamatus;1;0;1
1384;231A06;23;4/10/2023;1A06;Spectacled Owl;Pulsatrix perspicillata;1;0;1
1385;231A06;23;4/10/2023;1A06;Common Pauraque;Nyctidromus albicollis;2;1;3
1386;231A06;23;4/10/2023;1A06;Gray-headed Kite;Leptodon cayanensis;0;1;1
1387;231A07;23;4/10/2023;1A07;Groove-billed Ani;Crotophaga sulcirostris;2;0;2
1388;231A08;23;4/10/2023;1A08;Ornate Hawk-Eagle;Spizaetus ornatus;2;0;2
1389;231A09;23;4/10/2023;1A09;Harpy Eagle;Harpia harpyja;2;0;2
1390;231A10;23;4/10/2023;1A10;Gray-headed Kite;Leptodon cayanensis;2;1;3
1391;231A10;23;4/10/2023;1A10;Spectacled Owl;Pulsatrix perspicillata;1;0;1
1392;231A10;23;4/10/2023;1A10;Broad-billed Motmot;Electron platyrhynchum;3;1;4
1393;231A10;23;4/10/2023;1A10;Great Jacamar;Jacamerops aureus;2;1;3
1394;231A10;23;4/10/2023;1A10;Bicolored Hawk;Accipiter bicolor;2;0;2
1395;231A10;23;4/10/2023;1A10;Masked Trogon;Trogon personatus;1;0;1
1396;231A10;23;4/10/2023;1A10;Bicolored Hawk;Accipiter bicolor;2;0;2
1397;231A11;23;4/10/2023;1A11;Toucan Barbet;Semnornis ramphastinus;2;1;3
1398;231A11;23;4/10/2023;1A11;Common Nighthawk;Chordeiles minor;2;0;2
1399;231A11;23;4/10/2023;1A11;Tiny Hawk;Microspizias superciliosus;1;0;1
1400;231A11;23;4/10/2023;1A11;Common Pauraque;Nyctidromus albicollis;1;1;2
1401;231A11;23;4/10/2023;1A11;Snail Kite;Rostrhamus sociabilis;1;1;2
1402;231A12;23;4/10/2023;1A12;Tiny Hawk;Microspizias superciliosus;1;0;1
1403;232A01;23;4/10/2023;2A01;Ornate Hawk-Eagle;Spizaetus ornatus;1;0;1
1404;232A01;23;4/10/2023;2A01;Whooping Motmot;Momotus subrufescens;1;0;1
1405;232A01;23;4/10/2023;2A01;Ecuadorian Trogon;Trogon mesurus;2;0;2
1406;232A01;23;4/10/2023;2A01;White-tailed Trogon;Trogon chionurus;1;0;1
1407;232A01;23;4/10/2023;2A01;White-collared Swift;Streptoprocne zonaris;2;0;2
1408;232A01;23;4/10/2023;2A01;Choco Screech-Owl;Megascops centralis;2;0;2
1409;232A01;23;4/10/2023;2A01;Masked Trogon;Trogon personatus;1;1;2
1410;232A01;23;4/10/2023;2A01;Spectacled Owl;Pulsatrix perspicillata;1;1;2
1411;232A01;23;4/10/2023;2A01;Snail Kite;Rostrhamus sociabilis;2;0;2
1412;232A02;23;4/10/2023;2A02;Rufous-tailed Jacamar;Galbula ruficauda;2;0;2
1413;232A02;23;4/10/2023;2A02;Rufous-tailed Jacamar;Galbula ruficauda;2;0;2
1414;232A02;23;4/10/2023;2A02;Whooping Motmot;Momotus subrufescens;2;0;2
1415;232A02;23;4/10/2023;2A02;Bicolored Hawk;Accipiter bicolor;1;0;1
1416;232A02;23;4/10/2023;2A02;Plumbeous Kite;Ictinia plumbea;2;0;2
1417;232A02;23;4/10/2023;2A02;Choco Screech-Owl;Megascops centralis;1;1;2
1418;232A02;23;4/10/2023;2A02;Oilbird;Steatornis caripensis;1;0;1
1419;232A02;23;4/10/2023;2A02;Choco Screech-Owl;Megascops centralis;2;0;2
1420;232A03;23;4/10/2023;2A03;Tiny Hawk;Microspizias superciliosus;1;1;2
1421;232A03;23;4/10/2023;2A03;Broad-billed Motmot;Electron platyrhynchum;1;0;1
1422;232A03;23;4/10/2023;2A03;Plumbeous Kite;Ictinia plumbea;1;0;1
1423;232A03;23;4/10/2023;2A03;Choco Screech-Owl;Megascops centralis;1;0;1
1424;232A03;23;4/10/2023;2A03;White-necked Jacobin;Florisuga mellivora;1;1;2
1425;232A03;23;4/10/2023;2A03;Chimney Swift;Chaetura pelagica;2;1;3
1426;232A03;23;4/10/2023;2A03;Rufous-necked Wood-Rail;Aramides axillaris;2;0;2
1427;232A03;23;4/10/2023;2A03;Plumbeous Kite;Ictinia plumbea;2;1;3
1428;232A03;23;4/10/2023;2A03;Bicolored Hawk;Accipiter bicolor;2;1;3
1429;241A01;24;11/10/2023;1A01;Lesser Nighthawk;Chordeiles acutipennis;1;1;2
1430;241A01;24;11/10/2023;1A01;Ornate Hawk-Eagle;Spizaetus ornatus;1;0;1
1431;241A01;24;11/10/2023;1A01;Bicolored Hawk;Accipiter bicolor;1;1;2
1432;241A01;24;11/10/2023;1A01;Whooping Motmot;Momotus subrufescens;0;1;1
1433;241A01;24;11/10/2023;1A01;Plumbeous Kite;Ictinia plumbea;2;1;3
1434;241A01;24;11/10/2023;1A01;Common Nighthawk;Chordeiles minor;2;0;2
1435;241A01;24;11/10/2023;1A01;Great Jacamar;Jacamerops aureus;2;2;4
1436;241A02;24;11/10/2023;1A02;White-tailed Trogon;Trogon chionurus;2;1;3
1437;241A03;24;11/10/2023;1A03;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
1438;241A04;24;11/10/2023;1A04;Ecuadorian Trogon;Trogon mesurus;2;0;2
1439;241A04;24;11/10/2023;1A04;Oilbird;Steatornis caripensis;1;0;1
1440;241A05;24;11/10/2023;1A05;White-necked Jacobin;Florisuga mellivora;2;0;2
1441;241A05;24;11/10/2023;1A05;Orange-fronted Barbet;Capito squamatus;1;0;1
1442;241A05;24;11/10/2023;1A05;Bicolored Hawk;Accipiter bicolor;1;1;2
1443;241A05;24;11/10/2023;1A05;White-tipped Sicklebill;Eutoxeres aquila;2;0;2
1444;241A05;24;11/10/2023;1A05;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
1445;241A05;24;11/10/2023;1A05;Plumbeous Kite;Ictinia plumbea;2;1;3
1446;241A05;24;11/10/2023;1A05;White-necked Jacobin;Florisuga mellivora;1;1;2
1447;241A05;24;11/10/2023;1A05;Long-billed Starthroat;Heliomaster longirostris;2;0;2
1448;241A05;24;11/10/2023;1A05;White-tipped Sicklebill;Eutoxeres aquila;3;0;3
1449;241A05;24;11/10/2023;1A05;Bicolored Hawk;Accipiter bicolor;2;0;2
1450;241A05;24;11/10/2023;1A05;White-collared Swift;Streptoprocne zonaris;2;1;3
1451;241A06;24;11/10/2023;1A06;Ornate Hawk-Eagle;Spizaetus ornatus;1;1;2
1452;241A06;24;11/10/2023;1A06;Whooping Motmot;Momotus subrufescens;2;1;3
1453;241A06;24;11/10/2023;1A06;Plumbeous Kite;Ictinia plumbea;1;0;1
1454;241A06;24;11/10/2023;1A06;Gray-headed Kite;Leptodon cayanensis;3;1;4
1455;241A06;24;11/10/2023;1A06;Rufous-necked Wood-Rail;Aramides axillaris;2;1;3
1456;241A06;24;11/10/2023;1A06;Chimney Swift;Chaetura pelagica;0;1;1
1457;241A07;24;11/10/2023;1A07;Oilbird;Steatornis caripensis;2;0;2
1458;241A08;24;11/10/2023;1A08;White-necked Jacobin;Florisuga mellivora;1;1;2
1459;241A08;24;11/10/2023;1A08;Oilbird;Steatornis caripensis;1;1;2
1460;241A09;24;11/10/2023;1A09;Long-billed Starthroat;Heliomaster longirostris;1;0;1
1461;241A10;24;11/10/2023;1A10;Ecuadorian Trogon;Trogon mesurus;2;1;3
1462;241A11;24;11/10/2023;1A11;White-tipped Sicklebill;Eutoxeres aquila;2;0;2
1463;241A12;24;11/10/2023;1A12;Masked Trogon;Trogon personatus;2;0;2
1464;241A13;24;11/10/2023;1A13;Whooping Motmot;Momotus subrufescens;2;1;3
1465;241A14;24;11/10/2023;1A14;White-necked Jacobin;Florisuga mellivora;1;1;2
1466;241A15;24;11/10/2023;1A15;Rufous-tailed Jacamar;Galbula ruficauda;1;1;2
1467;241A16;24;11/10/2023;1A16;Oilbird;Steatornis caripensis;2;0;2
1468;241A16;24;11/10/2023;1A16;White-tipped Sicklebill;Eutoxeres aquila;2;1;3
1469;241A16;24;11/10/2023;1A16;Masked Trogon;Trogon personatus;2;1;3
1470;241A16;24;11/10/2023;1A16;White-tailed Trogon;Trogon chionurus;2;1;3
1471;241A11;24;11/10/2023;1A11;Slaty-tailed Trogon;Trogon massena;1;0;1
1472;241A11;24;11/10/2023;1A11;White-chinned Swift;Cypseloides cryptus;2;1;3
1473;241A12;24;11/10/2023;1A12;Pearly-breasted Cuckoo;Coccyzus euleri;1;1;2
1474;241A12;24;11/10/2023;1A12;Gray-headed Kite;Leptodon cayanensis;2;0;2
1475;241A12;24;11/10/2023;1A12;Broad-billed Motmot;Electron platyrhynchum;2;0;2
1476;241A12;24;11/10/2023;1A12;Ecuadorian Trogon;Trogon mesurus;2;0;2
1477;241A12;24;11/10/2023;1A12;Spectacled Owl;Pulsatrix perspicillata;1;0;1
1478;241A12;24;11/10/2023;1A12;White-collared Swift;Streptoprocne zonaris;1;1;2
1479;242A01;24;11/10/2023;2A01;Tiny Hawk;Microspizias superciliosus;2;0;2
1480;242A01;24;11/10/2023;2A01;Tiny Hawk;Microspizias superciliosus;1;0;1
1481;242A01;24;11/10/2023;2A01;White-collared Swift;Streptoprocne zonaris;2;0;2
1482;242A01;24;11/10/2023;2A01;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
1483;242A01;24;11/10/2023;2A01;Common Pauraque;Nyctidromus albicollis;1;1;2
1484;242A01;24;11/10/2023;2A01;Snail Kite;Rostrhamus sociabilis;1;1;2
1485;242A01;24;11/10/2023;2A01;Ornate Hawk-Eagle;Spizaetus ornatus;2;1;3
1486;242A01;24;11/10/2023;2A01;Masked Trogon;Trogon personatus;1;1;2
1487;242A02;24;11/10/2023;2A02;Rufous-necked Wood-Rail;Aramides axillaris;2;1;3
1488;242A02;24;11/10/2023;2A02;White-collared Swift;Streptoprocne zonaris;2;1;3
1489;242A02;24;11/10/2023;2A02;Chimney Swift;Chaetura pelagica;2;1;3
1490;242A03;24;11/10/2023;2A03;Bicolored Hawk;Accipiter bicolor;1;0;1
1491;242A03;24;11/10/2023;2A03;White-collared Swift;Streptoprocne zonaris;1;0;1
1492;242A03;24;11/10/2023;2A03;Slaty-tailed Trogon;Trogon massena;1;0;1
1493;242A03;24;11/10/2023;2A03;Ecuadorian Trogon;Trogon mesurus;2;1;3
1494;242A03;24;11/10/2023;2A03;Gray-headed Kite;Leptodon cayanensis;2;1;3
1495;242A03;24;11/10/2023;2A03;Rufous-necked Wood-Rail;Aramides axillaris;1;1;2
1496;251A01;25;18/10/2023;1A01;Plumbeous Kite;Ictinia plumbea;2;1;3
1497;251A01;25;18/10/2023;1A01;Ornate Hawk-Eagle;Spizaetus ornatus;1;0;1
1498;251A01;25;18/10/2023;1A01;Orange-fronted Barbet;Capito squamatus;2;1;3
1499;251A01;25;18/10/2023;1A01;Pearly-breasted Cuckoo;Coccyzus euleri;1;1;2
1500;251A01;25;18/10/2023;1A01;Common Pauraque;Nyctidromus albicollis;2;0;2
1501;251A01;25;18/10/2023;1A01;Rufous-necked Wood-Rail;Aramides axillaris;2;0;2
1502;251A01;25;18/10/2023;1A01;Rufous-tailed Jacamar;Galbula ruficauda;1;0;1
1503;251A01;25;18/10/2023;1A01;Snail Kite;Rostrhamus sociabilis;2;0;2
1504;251A02;25;18/10/2023;1A02;Harpy Eagle;Harpia harpyja;1;0;1
1505;251A03;25;18/10/2023;1A03;Harpy Eagle;Harpia harpyja;2;1;3
1506;251A04;25;18/10/2023;1A04;Common Pauraque;Nyctidromus albicollis;2;1;3
1507;251A05;25;18/10/2023;1A05;Oilbird;Steatornis caripensis;1;0;1
1508;251A06;25;18/10/2023;1A06;Common Pauraque;Nyctidromus albicollis;1;1;2
1509;251A06;25;18/10/2023;1A06;Orange-fronted Barbet;Capito squamatus;2;0;2
